"","X","geplaatst","omschrijving","kunstenaar","locatie","wijk.buurt","materiaal","image","imageURL","type"
"200","Centrum_87","1968","Bredero","Esser, Piet Piet Esser","Nieuwmarkt","Lastage","brons","//upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Bredero_door_Piet_Esser_Nieuwmarkt_Amsterdam.jpg/150px-Bredero_door_Piet_Esser_Nieuwmarkt_Amsterdam.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f0/Bredero_door_Piet_Esser_Nieuwmarkt_Amsterdam.jpg","NA"
"201","Centrum_88","1968","Vogel op pyloon","Breetvelt, Dolf Dolf Breetvelt","Nieuwe Achtergracht / Plantage Muidergracht","Roeterseiland","metaal","//upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Onbekende_sculptuur_Plantage_Muidergracht.JPG/150px-Onbekende_sculptuur_Plantage_Muidergracht.JPG","https://upload.wikimedia.org/wikipedia/commons/2/2c/Onbekende_sculptuur_Plantage_Muidergracht.JPG","NA"
"202","Centrum_89","1970","Anthony Winkler Prins","Volten, André André Volten","Frederiksplein","Grachtengordel","staal","//upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Monument_Anthony_Winkler_Prins_Andr%C3%A9_Volten_Frederiksplein.JPG/150px-Monument_Anthony_Winkler_Prins_Andr%C3%A9_Volten_Frederiksplein.JPG","https://upload.wikimedia.org/wikipedia/commons/0/0b/Monument_Anthony_Winkler_Prins_Andr%C3%A9_Volten_Frederiksplein.JPG","NA"
"203","Centrum_9","18e eeuw","gevelsteen Schaapherder","onbekend","Haarlemmerdijk 98","Haarlemmerbuurt","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Gevelsteen_Haarlemmerdijk_98.JPG/150px-Gevelsteen_Haarlemmerdijk_98.JPG","https://upload.wikimedia.org/wikipedia/commons/b/bf/Gevelsteen_Haarlemmerdijk_98.JPG","NA"
"204","Centrum_90","1970","H.M. van Randwijk","Laan, Gerda van der Gerda van der Laan","Weteringlaan, Weteringplantsoen","Grachtengordel","baksteen","//upload.wikimedia.org/wikipedia/commons/thumb/5/5e/Een.volk.dat.voor.tirannen.zwicht.jpg/150px-Een.volk.dat.voor.tirannen.zwicht.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5e/Een.volk.dat.voor.tirannen.zwicht.jpg","NA"
"205","Centrum_91","1970","Kolommen","Volten, André André Volten","Roetersstraat","Weesperbuurt","staal","//upload.wikimedia.org/wikipedia/commons/thumb/1/15/Kolommen_Volten.JPG/150px-Kolommen_Volten.JPG","https://upload.wikimedia.org/wikipedia/commons/1/15/Kolommen_Volten.JPG","NA"
"206","Centrum_92","1971","Woutertje Pieterse en Femke","Sieger, Frits Frits Sieger","Noordermarkt","Jordaan","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/5/5b/Woutertje_Pieterse_en_Femke.jpg/150px-Woutertje_Pieterse_en_Femke.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5b/Woutertje_Pieterse_en_Femke.jpg","NA"
"207","Centrum_93","1971/2012","Maan over Ameland","de Laaf, Bert Bert de Laaf","De Ruijterkade","Nieuwezijde","roestvrij staal","//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Maan_over_Ameland.jpg/150px-Maan_over_Ameland.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f9/Maan_over_Ameland.jpg","NA"
"208","Centrum_94","1971","Monument voor de te jong gevallen boom","Linden, André van der André van der Linden","Frederiksplein","Grachtengordel","dode acaciaboom","//upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Monument_voor_de_te_jong_gevallen_boom.jpg/150px-Monument_voor_de_te_jong_gevallen_boom.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d1/Monument_voor_de_te_jong_gevallen_boom.jpg","NA"
"209","Centrum_95","1972","Koningin Wilhelmina","Pant, Theresia van der Theresia van der Pant","Rokin","Oudezijde","brons","//upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Wilhelmina2_Rokin_door_Theresia_van_der_Pant.jpg/150px-Wilhelmina2_Rokin_door_Theresia_van_der_Pant.jpg","https://upload.wikimedia.org/wikipedia/commons/a/ae/Wilhelmina2_Rokin_door_Theresia_van_der_Pant.jpg","NA"
"210","Centrum_96","1972","Theo Thijssen","Bayens, Hans Hans Bayens","Lindengracht","Jordaan","brons","//upload.wikimedia.org/wikipedia/commons/thumb/d/da/Theo_Thijssen.jpg/150px-Theo_Thijssen.jpg","https://upload.wikimedia.org/wikipedia/commons/d/da/Theo_Thijssen.jpg","NA"
"211","Centrum_97","1973","Monument voor het Kunstenaarsverzet","Kneulman, Carel Carel Kneulman","Plantage Westermanlaan","Plantage","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Sculpture_Plantage_Middenlaan.jpg/150px-Sculpture_Plantage_Middenlaan.jpg","https://upload.wikimedia.org/wikipedia/commons/2/2b/Sculpture_Plantage_Middenlaan.jpg","NA"
"212","Centrum_98","1974","Non","Taal, Margaretha Margaretha Taal","Begijnhof","Nieuwezijde","brons","//upload.wikimedia.org/wikipedia/commons/thumb/2/21/Non_begijnhof.jpg/150px-Non_begijnhof.jpg","https://upload.wikimedia.org/wikipedia/commons/2/21/Non_begijnhof.jpg","NA"
"213","Centrum_99","1975 / 2008","Nieuwe Naatje","Mobach, Hanna Hanna Mobach","Rokin / Marnixstraat","Grachtengordel","brons","//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Nieuwe_Naatje_Hanna_Mobach_Marnixstraat_Amsterdam.JPG/150px-Nieuwe_Naatje_Hanna_Mobach_Marnixstraat_Amsterdam.JPG","https://upload.wikimedia.org/wikipedia/commons/c/cf/Nieuwe_Naatje_Hanna_Mobach_Marnixstraat_Amsterdam.JPG","NA"
"214","Nieuw-West_1","1794","Terminus Prosciptionis, banpaal","Ziesenis, Anthonie Anthonie Ziesenis","Sloterweg 1204","Sloten","baksteen, zandsteen","//upload.wikimedia.org/wikipedia/commons/thumb/c/cb/Op_bakstenen_voet_staat_een_zandstenen_obelisk_met_het_Amsterdamse_wapen_-_Sloten_-_20409124_-_RCE.jpg/150px-Op_bakstenen_voet_staat_een_zandstenen_obelisk_met_het_Amsterdamse_wapen_-_Sloten_-_20409124_-_RCE.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cb/Op_bakstenen_voet_staat_een_zandstenen_obelisk_met_het_Amsterdamse_wapen_-_Sloten_-_20409124_-_RCE.jpg","NA"
"216","Nieuw-West_100","1970","Vruchtbaarheid","Jutte, Jacques Jacques Jutte","Vreedenhaven, bij Hoekenes","Osdorp","brons, steen","//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Vruchtbaarheid_van_Jacques_Jutte.jpg/150px-Vruchtbaarheid_van_Jacques_Jutte.jpg","https://upload.wikimedia.org/wikipedia/commons/2/25/Vruchtbaarheid_van_Jacques_Jutte.jpg","NA"
"217","Nieuw-West_101","1971","Vogelgod","Braat, Leo Leo Braat","Eendrachtspark","Geuzenveld","brons","//upload.wikimedia.org/wikipedia/commons/thumb/1/14/Vogelgod.jpg/150px-Vogelgod.jpg","https://upload.wikimedia.org/wikipedia/commons/1/14/Vogelgod.jpg","NA"
"220","Nieuw-West_104","1972, hier geplaatst in 1998","Sculpture ""zonder titel"" ('het Sleutelgat')","Molendijk, Ad Ad Molendijk","Sloterpark, Christoffel Plantijnpad","Slotervaart","graniet","//upload.wikimedia.org/wikipedia/commons/thumb/1/13/Amsterdam_Sloterpark.JPG/150px-Amsterdam_Sloterpark.JPG","https://upload.wikimedia.org/wikipedia/commons/1/13/Amsterdam_Sloterpark.JPG","NA"
"222","Nieuw-West_106","1973","Erotica","Vries, Erwin de Erwin de Vries","Jan Tooropstraat, bij Jan Voermanstraat","Overtoomse Veld","aluminium","//upload.wikimedia.org/wikipedia/commons/thumb/7/70/Erotica_de_Vries.JPG/150px-Erotica_de_Vries.JPG","https://upload.wikimedia.org/wikipedia/commons/7/70/Erotica_de_Vries.JPG","NA"
"223","Nieuw-West_107","1973","Betonplastiek","Ongenae, Joseph Joseph Ongenae","Sportpark Sloten, Sloterweg","Sloten","beton","//upload.wikimedia.org/wikipedia/commons/thumb/5/55/J_Ongenae_uit_1973_op_het_sportpark_Sloten.jpg/150px-J_Ongenae_uit_1973_op_het_sportpark_Sloten.jpg","https://upload.wikimedia.org/wikipedia/commons/5/55/J_Ongenae_uit_1973_op_het_sportpark_Sloten.jpg","NA"
"225","Nieuw-West_109","1974","Love Sfinx","Kneulman, Carel Carel Kneulman","Eendrachtspark","Geuzenveld","beton, brons","//upload.wikimedia.org/wikipedia/commons/thumb/6/66/Love_Sfinx.jpg/150px-Love_Sfinx.jpg","https://upload.wikimedia.org/wikipedia/commons/6/66/Love_Sfinx.jpg","NA"
"227","Nieuw-West_110","1974","Beest","Lith, Nel van Nel van Lith","Eendrachtspark bij De Savornin Lohmanstraat","Geuzenveld","travertijn","//upload.wikimedia.org/wikipedia/commons/thumb/4/48/Beest_Nel_van_Lith.jpg/150px-Beest_Nel_van_Lith.jpg","https://upload.wikimedia.org/wikipedia/commons/4/48/Beest_Nel_van_Lith.jpg","NA"
"228","Nieuw-West_111","1974","Groot Landschap","Couzijn, Wessel Wessel Couzijn","Sloterpark bij de Westoever","Slotermeer","cortenstaal","//upload.wikimedia.org/wikipedia/commons/thumb/3/31/2008_Amsterdam_Nieuw_West_Osdorp_Sculpture_Groot_Landschap_by_Wessel_Couzijn_in_Sloterpark.jpg/150px-2008_Amsterdam_Nieuw_West_Osdorp_Sculpture_Groot_Landschap_by_Wessel_Couzijn_in_Sloterpark.jpg","https://upload.wikimedia.org/wikipedia/commons/3/31/2008_Amsterdam_Nieuw_West_Osdorp_Sculpture_Groot_Landschap_by_Wessel_Couzijn_in_Sloterpark.jpg","NA"
"229","Nieuw-West_112","1974","Magneten","Maes, Lies Lies Maes","Wittgensteinlaan 18","Overtoomse Veld","roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Lies_Maes_magneten.jpg/150px-Lies_Maes_magneten.jpg","https://upload.wikimedia.org/wikipedia/commons/9/9a/Lies_Maes_magneten.jpg","NA"
"232","Nieuw-West_115","1974","Poort","Tap, Wim Wim Tap","Louwesweg 1, bij voormalig gebouw ACTA (tandheelkunde)","Slotervaart","hout, ketting, zandsteen","//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/De_Kies_ACTA.jpg/150px-De_Kies_ACTA.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e7/De_Kies_ACTA.jpg","NA"
"233","Nieuw-West_116","1975","Hurkende Jongen","Goede, David de David de Goede","Osdorpplein, bij Tussen Meer","Osdorp","brons","//upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Hurkende_jongen_D._de_Goede.jpg/150px-Hurkende_jongen_D._de_Goede.jpg","https://upload.wikimedia.org/wikipedia/commons/a/a8/Hurkende_jongen_D._de_Goede.jpg","NA"
"234","Nieuw-West_117","1975","Vliegende Vogels","Limpberg, Jannes Jannes Limpberg","Pieter Calandlaan, hoek Eliza Calcarstraat","Osdorp","brons, gepolijst graniet","//upload.wikimedia.org/wikipedia/commons/thumb/d/db/Vliegende_Vogels_van_Jannes_Limperg.jpg/150px-Vliegende_Vogels_van_Jannes_Limperg.jpg","https://upload.wikimedia.org/wikipedia/commons/d/db/Vliegende_Vogels_van_Jannes_Limperg.jpg","NA"
"236","Nieuw-West_119","1975","Glasmozaïek Boomfiguren","onbekend","Slotermeerlaan 103","Slotermeer","glas","//upload.wikimedia.org/wikipedia/commons/thumb/7/72/Glasmozaiek_Bomen.jpg/150px-Glasmozaiek_Bomen.jpg","https://upload.wikimedia.org/wikipedia/commons/7/72/Glasmozaiek_Bomen.jpg","NA"
"240","Nieuw-West_122","1976","Mensen op strand met parasol","Spiering, Jan Jan Spiering","Botteskerkesingel, in het gras","Osdorp","brons, gewassen beton","//upload.wikimedia.org/wikipedia/commons/thumb/1/18/Mensen_op_strand_met_parasol_van_Jan_Spiering.jpg/150px-Mensen_op_strand_met_parasol_van_Jan_Spiering.jpg","https://upload.wikimedia.org/wikipedia/commons/1/18/Mensen_op_strand_met_parasol_van_Jan_Spiering.jpg","NA"
"242","Nieuw-West_124","1976","Fluxuous II","Zanstra, Margot Margot Zanstra","Louwesweg 6 (bij Slotervaartziekenhuis)","Slotervaart","cortenstaal","//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Fluxuous_II.jpg/150px-Fluxuous_II.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e1/Fluxuous_II.jpg","NA"
"243","Nieuw-West_125","1977","Paddestoel","Otten, Kees Kees Otten","Aalbersestraat, van Karnebeekstraat","Geuzenveld","roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Paddestoel_West.jpg/150px-Paddestoel_West.jpg","https://upload.wikimedia.org/wikipedia/commons/3/3c/Paddestoel_West.jpg","NA"
"244","Nieuw-West_126","1977","Wachter","Claus, Eric Eric Claus","Ookmeerweg, hoek Osdorper Ban","Osdorp","beton, muschelkalk","//upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Wachter_van_erik_claus.jpg/150px-Wachter_van_erik_claus.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b1/Wachter_van_erik_claus.jpg","NA"
"245","Nieuw-West_127","1978","First Falls II","Hunt, Bryan Bryan Hunt","Siegerpark, Sloterweg 773","Sloten","onbekend","//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Amsterdam_Siegerpark_Hunt_02.JPG/150px-Amsterdam_Siegerpark_Hunt_02.JPG","https://upload.wikimedia.org/wikipedia/commons/b/bb/Amsterdam_Siegerpark_Hunt_02.JPG","NA"
"246","Nieuw-West_128","1978","Vier vormen in graniet","Volten, André André Volten","J.M. den Uylstraat / Willem Dreesplantsoen","De Eendracht","graniet","//upload.wikimedia.org/wikipedia/commons/thumb/1/12/Granieten_vormen.jpg/150px-Granieten_vormen.jpg","https://upload.wikimedia.org/wikipedia/commons/1/12/Granieten_vormen.jpg","NA"
"250","Nieuw-West_131","1980","Golf met drukveer","Eerenbeemt, Gerard van den Gerard van den Eerenbeemt","Heemstedestraat, aan de Slotervaart bij Delflandlaan","Overtoomse Veld","beton, staal","//upload.wikimedia.org/wikipedia/commons/thumb/6/66/Golf_met_drukveer.JPG/150px-Golf_met_drukveer.JPG","https://upload.wikimedia.org/wikipedia/commons/6/66/Golf_met_drukveer.JPG","NA"
"251","Nieuw-West_132","1980","Eendracht","Lamberts, Aart Aart Lamberts","Aalbersestraat bij Ruys de Beerenbrouckstraat","Geuzenveld","brons, natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/6/6d/Eendracht_West.jpg/150px-Eendracht_West.jpg","https://upload.wikimedia.org/wikipedia/commons/6/6d/Eendracht_West.jpg","NA"
"252","Nieuw-West_133","1980","Plastiek in Landschap","Mantje, Hans Hans Mantje","Park de Kuil, Cort van de Lindenkade","De Eendracht","roestvast staal","//upload.wikimedia.org/wikipedia/commons/thumb/d/df/Plastiek_in_Landschap.jpg/150px-Plastiek_in_Landschap.jpg","https://upload.wikimedia.org/wikipedia/commons/d/df/Plastiek_in_Landschap.jpg","NA"
"253","Nieuw-West_134","1981","Kubus-Spiegel-Palen","Santen, Joost van Joost van Santen","Johan Huizingalaan bij viaduct Cornelis Lelylaan, (brug nr. 705)","Slotervaart","Acrylaat, Beton, Staal","//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/20130418_Amsterdam_Nieuw_West_03_Bridge_705.JPG/150px-20130418_Amsterdam_Nieuw_West_03_Bridge_705.JPG","https://upload.wikimedia.org/wikipedia/commons/d/d2/20130418_Amsterdam_Nieuw_West_03_Bridge_705.JPG","NA"
"256","Nieuw-West_137","1982","Papieren vliegtuigpijl","Hesselius, Henk Henk Hesselius","Osdorpplein 1000, voor stadsloket","Osdorp","staal","//upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Papieren_vliegtuigpijl_H._Hesselius.jpg/150px-Papieren_vliegtuigpijl_H._Hesselius.jpg","https://upload.wikimedia.org/wikipedia/commons/5/5a/Papieren_vliegtuigpijl_H._Hesselius.jpg","NA"
"261","Nieuw-West_141","1983","Twee cirkels, 45 graden gedraaid","Schreefel, Rob Rob Schreefel","Rembrandtpark, zuid","Overtoomse Veld","steenplastiek","//upload.wikimedia.org/wikipedia/commons/thumb/c/cf/Cirkels_Rembrandtpark.jpg/150px-Cirkels_Rembrandtpark.jpg","https://upload.wikimedia.org/wikipedia/commons/c/cf/Cirkels_Rembrandtpark.jpg","NA"
"262","Nieuw-West_142","1983","Vleugelvormen","Bruning, Gerard Gerard Bruning","Meer en Vaart 284","Osdorp","brons","//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Vleugelvormen.jpg/150px-Vleugelvormen.jpg","https://upload.wikimedia.org/wikipedia/commons/5/56/Vleugelvormen.jpg","NA"
"266","Nieuw-West_146","1986","Vredesmonument Osdorp","Moor, Heppe de Heppe de Moor","in de Hoekenesgracht, bij Tussen Meer","Osdorp","ferrocement, staal","//upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Vredesteken_Osdorp.jpg/150px-Vredesteken_Osdorp.jpg","https://upload.wikimedia.org/wikipedia/commons/d/d9/Vredesteken_Osdorp.jpg","NA"
"267","Nieuw-West_147","1986","Gedenksteen Dwaze Moedersplein","Blom, Nico Nico Blom","Dwaze Moedersplein","Osdorp","beton, kunststof","//upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Dwaze_moedersplein.jpg/150px-Dwaze_moedersplein.jpg","https://upload.wikimedia.org/wikipedia/commons/e/e4/Dwaze_moedersplein.jpg","NA"
"268","Nieuw-West_148","1986","Op een bankje","Wijdeveld, Thijl Thijl Wijdeveld","Remijden","Osdorp","brons, fijne tufsteen","//upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Thijl_Weijdeveld_Vrouw_op_een_bankje.jpg/150px-Thijl_Weijdeveld_Vrouw_op_een_bankje.jpg","https://upload.wikimedia.org/wikipedia/commons/b/b3/Thijl_Weijdeveld_Vrouw_op_een_bankje.jpg","NA"
"270","Nieuw-West_15","1955","Jongen met haan","Wolkers, Jan Jan Wolkers","Thomas van Aquinostraat 2","Slotermeer","brons, natuursteen","//upload.wikimedia.org/wikipedia/commons/thumb/7/71/Jongen_met_haan.jpg/150px-Jongen_met_haan.jpg","https://upload.wikimedia.org/wikipedia/commons/7/71/Jongen_met_haan.jpg","NA"
"275","Nieuw-West_154","1988","Open Zuil","Mossou, Frans Frans Mossou","Cornelis Lelylaan sinds 2003. Eerder op het Osdorpplein","Osdorp","cortenstaal","//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Open_zuil_door_Frans_Mossou.jpg/150px-Open_zuil_door_Frans_Mossou.jpg","https://upload.wikimedia.org/wikipedia/commons/7/76/Open_zuil_door_Frans_Mossou.jpg","NA"
"276","Nieuw-West_155","1989","Wegwerphuisje","Makkink, Herman Herman Makkink","Cornelis Lelylaan, bij de Sloterplas","Osdorp","baksteen","//upload.wikimedia.org/wikipedia/commons/thumb/6/64/Wegwerphuisje_van_Herman_Makkink.jpg/150px-Wegwerphuisje_van_Herman_Makkink.jpg","https://upload.wikimedia.org/wikipedia/commons/6/64/Wegwerphuisje_van_Herman_Makkink.jpg","NA"
"278","Nieuw-West_157","1989","Witte bollenboom","Goosen, Timo Timo Goosen","Oude Haagseweg, bij het Nieuwe Meer","Sloten","cement","//upload.wikimedia.org/wikipedia/commons/thumb/3/36/Amsterdam_Nieuw_Meer_Sculpture.jpg/150px-Amsterdam_Nieuw_Meer_Sculpture.jpg","https://upload.wikimedia.org/wikipedia/commons/3/36/Amsterdam_Nieuw_Meer_Sculpture.jpg","NA"
"279","Nieuw-West_158","1990","Verzetsvrouw","Hettema, Auke Auke Hettema","Dwaze Moedersplein","Osdorp","brons","//upload.wikimedia.org/wikipedia/commons/thumb/5/59/Verzetsvrouw_van_Auke_Hettema.jpg/150px-Verzetsvrouw_van_Auke_Hettema.jpg","https://upload.wikimedia.org/wikipedia/commons/5/59/Verzetsvrouw_van_Auke_Hettema.jpg","NA"
"280","Nieuw-West_159","1990","Blauwe Boog","Lixenberg, Cyril Cyril Lixenberg","Baden Powellweg, hoek Plesmanlaan","Osdorp","staal","//upload.wikimedia.org/wikipedia/commons/thumb/3/38/Blauwe_boog.jpg/150px-Blauwe_boog.jpg","https://upload.wikimedia.org/wikipedia/commons/3/38/Blauwe_boog.jpg","NA"
"290","Nieuw-West_168","1993","Vlindermolen (ook bekend als Paashaas)","Makkink, Herman Herman Makkink","Sloterweg / Anderlechtlaan","Sloten","baksteen, beton, brons, (dak-)riet","//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/VlinderMolen.jpg/150px-VlinderMolen.jpg","https://upload.wikimedia.org/wikipedia/commons/7/7a/VlinderMolen.jpg","NA"
"291","Nieuw-West_169","1993","Lamellenhek","Dolderen, Rik van Rik van Dolderen","Kasterleepark, Herentalsstraat","Nieuw Sloten","baksteen, staal","//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Lammelenhek_Nieuw_Sloten.JPG/150px-Lammelenhek_Nieuw_Sloten.JPG","https://upload.wikimedia.org/wikipedia/commons/2/28/Lammelenhek_Nieuw_Sloten.JPG","NA"
"292","Nieuw-West_17","1955","Het Gezin","Onkenhout, Nico Nico Onkenhout","Burgemeester Van Leeuwenlaan / Du Perronstraat 43","Slotermeer","chamotte","//upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Gevelreli%C3%ABf_Het_Gezin.jpg/150px-Gevelreli%C3%ABf_Het_Gezin.jpg","https://upload.wikimedia.org/wikipedia/commons/0/0f/Gevelreli%C3%ABf_Het_Gezin.jpg","NA"
"293","Nieuw-West_170","1993 / 1997","Black Waves","Pennock, Lon Lon Pennock","Kasterleepark, Hamontstraat. (Van 1993 tot 1997 stond het aan de Louis Armstrongstraat.)","Nieuw Sloten","staal","//upload.wikimedia.org/wikipedia/commons/thumb/1/19/Black_Wave_Nieuw_Sloten_Kasterleepark.JPG/150px-Black_Wave_Nieuw_Sloten_Kasterleepark.JPG","https://upload.wikimedia.org/wikipedia/commons/1/19/Black_Wave_Nieuw_Sloten_Kasterleepark.JPG","NA"
"295","Nieuw-West_172","1994","Bevrijde Vogel","Berg, Siep van den Siep van den Berg","Sierplein","Slotervaart","cortenstaal","//upload.wikimedia.org/wikipedia/commons/thumb/6/67/20130512_Amsterdam_Nieuw-West_Slotervaart_World_War_II_memorial_at_Sierplein._%22Bevrijde_Vogel%22_by_Siep_van_den_Berg_01.JPG/150px-20130512_Amsterdam_Nieuw-West_Slotervaart_World_War_II_memorial_at_Sierplein._%22Bevrijde_Vogel%22_by_Siep_van_den_Berg_01.JPG","https://upload.wikimedia.org/wikipedia/commons/6/67/20130512_Amsterdam_Nieuw-West_Slotervaart_World_War_II_memorial_at_Sierplein._%22Bevrijde_Vogel%22_by_Siep_van_den_Berg_01.JPG","NA"
"298","Nieuw-West_175","1994","Baldakijn","Dolderen, Rik van Rik van Dolderen","Belgiëplein Kasterleepark","Nieuw Sloten","staal (HEA 200)","//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Baldakijn_Nieuw_Sloten.JPG/150px-Baldakijn_Nieuw_Sloten.JPG","https://upload.wikimedia.org/wikipedia/commons/8/81/Baldakijn_Nieuw_Sloten.JPG","NA"
"301","Nieuw-West_178","1995","Torenpoortbrug","Vos, Gert Gert Vos","Willem Dreesplantsoen","De Eendracht","staal","//upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Torenpoortbrug.jpg/150px-Torenpoortbrug.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f0/Torenpoortbrug.jpg","NA"
"303","Nieuw-West_18","1955","Moeder en Kind","Onkenhout, Nico Nico Onkenhout","J. van Maurikstraat","Slotermeer","aardewerk","//upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Moeder_en_Kind_Gevelsteentje.jpg/150px-Moeder_en_Kind_Gevelsteentje.jpg","https://upload.wikimedia.org/wikipedia/commons/f/f1/Moeder_en_Kind_Gevelsteentje.jpg","NA"
"305","Nieuw-West_181","1996","Omgekeerde prisma (Gekantelde Pyramide)","Stulemeijer, Piet Hein Piet Hein Stulemeijer","Slotervaartziekenhuis, Louwesweg 6","Slotervaart","staal","//upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Slotervaart_ziekenhuis_Amsterdam_5.jpg/150px-Slotervaart_ziekenhuis_Amsterdam_5.jpg","https://upload.wikimedia.org/wikipedia/commons/e/ef/Slotervaart_ziekenhuis_Amsterdam_5.jpg","NA"
